AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
554,11,234,122,272,11,1556,563,11,11,11.00,37,-,13.2802ns,-,-,-,-,27,123,1
