AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
135,1,69,72,64,0,485,225,2,2,2.00,2,0,4.054ns,-,-,-,-,1,0,0
