AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
516,5,264,96,217,5,1457,613,5,5,5.00,30,-,15.0686ns,-,-,-,-,9,93,4
