AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
129,2,118,110,8,2,374,168,2,2,2.00,1,0,4.1452ns,-,-,-,-,100000001,0,0
