AREA,state,FU,REG,MUX,DEC,pin_pair,net,max,min,ave,MISC,MEM,CP_delay,sim,Pmax,Pmin,Pave,Latency,BlockMemoryBit,DSP
136,2,125,113,8,2,384,175,2,2,2.00,1,0,4.2875ns,-,-,-,-,1000000001,0,0
